id,split,text,formula,gold,prediction,correctness,complexity,has_neg,has_or,has_all
sick_trial_4_p,trial,The young boys are playing outdoors and the man is smiling nearby.,exists e1 e2 x3 x4 x5.(boy(x3) & young(x3) & outdoors(x4) & play(e1) & (subj(e1) = x3) & (obj(e1) = x4) & man(x5) & smile(e2) & (subj(e2) = x5) & nearby(e2)),no,no,valid,14,False,False,False
sick_trial_4_h,trial,There is no boy playing outdoors and there is no man smiling.,(-exists e1 x2 x3.(boy(x2) & outdoors(x3) & play(e1) & (subj(e1) = x2) & (obj(e1) = x3)) & -exists e4 x5.(man(x5) & smile(e4) & (subj(e4) = x5))),no,no,valid,14,True,False,False
sick_trial_211_p,trial,Two dogs are playing by a tree.,exists e1 x2 x3.(dog(x2) & two(x2) & play(e1) & (subj(e1) = x2) & tree(x3) & (subj(e1) = x3)),yes,yes,valid,8,False,False,False
sick_trial_211_h,trial,Two dogs are playing by a plant.,exists e1 x2 x3.(dog(x2) & two(x2) & play(e1) & (subj(e1) = x2) & plant(x3) & (subj(e1) = x3)),yes,yes,valid,8,False,False,False
sick_trial_630_p,trial,A man isn't tossing a kid into the swimming pool that is near the ocean.,"-exists e1 e2 x3 x4 x5 x6.(man(x3) & kid(x4) & toss(e1) & (subj(e1) = x3) & (obj(e1) = x4) & pool(x5) & swim(x5) & ocean(x6) & near(e2,x6) & (subj(e2) = x5) & into(e1,x5))",no,no,valid,17,True,False,False
sick_trial_630_h,trial,The man is tossing a kid into the swimming pool that is near the ocean.,"exists e1 e2 x3 x4 x5 x6.(man(x3) & kid(x4) & toss(e1) & (subj(e1) = x3) & (obj(e1) = x4) & pool(x5) & swim(x5) & ocean(x6) & near(e2,x6) & (subj(e2) = x5) & into(e1,x5))",no,no,valid,16,False,False,False
sick_trial_913_p,trial,A woman is being kissed by a man.,exists e1 x2 x3.(woman(x2) & kiss(e1) & (obj(e1) = x2) & man(x3) & (subj(e1) = x3)),no,no,valid,7,False,False,False
sick_trial_913_h,trial,There is no woman being kissed by a man.,-exists e1 x2 x3.(woman(x2) & kiss(e1) & (obj(e1) = x2) & man(x3) & (subj(e1) = x3)),no,no,valid,8,True,False,False
sick_trial_1178_p,trial,A woman is combing her hair.,exists e1 x2 x3.(woman(x2) & hair(x3) & comb(e1) & (subj(e1) = x2) & (obj(e1) = x3)),no,no,valid,7,False,False,False
sick_trial_1178_h,trial,There is no woman combing her hair.,-exists e1 x2 x3.(woman(x2) & hair(x3) & comb(e1) & (subj(e1) = x2) & (obj(e1) = x3)),no,no,valid,8,True,False,False
sick_trial_1190_p,trial,A man and a woman are hiking through a wooded area.,"exists e1 e2 x3 x4 x5 x6.(man(x3) & hike(e1) & (subj(e1) = x3) & area(x4) & wood(x4) & through(e1,x4) & woman(x5) & hike(e2) & (subj(e2) = x5) & area(x6) & wood(x6) & through(e2,x6))",yes,yes,valid,17,False,False,False
sick_trial_1190_h,trial,A man and a woman are walking together through the woods.,"exists e1 e2 x3 x4 x5 x6.(man(x3) & walk(e1) & (subj(e1) = x3) & wood(x4) & through(e1,x4) & woman(x5) & walk(e2) & (subj(e2) = x5) & wood(x6) & through(e2,x6))",yes,yes,valid,15,False,False,False
sick_trial_1333_p,trial,The woman is measuring the other woman.,exists e1 x2 x3.(woman(x2) & woman(x3) & measure(e1) & (subj(e1) = x2) & (obj(e1) = x3)),yes,yes,valid,7,False,False,False
sick_trial_1333_h,trial,A woman is being measured by another woman.,exists e1 x2 x3.(woman(x2) & measure(e1) & (obj(e1) = x2) & woman(x3) & (subj(e1) = x3)),yes,yes,valid,7,False,False,False
sick_trial_1412_p,trial,Men are sawing logs.,exists e1 x2 x3.(men(x2) & log(x3) & saw(e1) & (subj(e1) = x2) & (obj(e1) = x3)),yes,yes,valid,7,False,False,False
sick_trial_1412_h,trial,Men are cutting wood.,exists e1 x2 x3.(men(x2) & wood(x3) & cut(e1) & (subj(e1) = x2) & (obj(e1) = x3)),yes,yes,valid,7,False,False,False
sick_trial_1469_p,trial,"Three young men are running, jumping and kicking near a vending machine.","exists e1 e2 e3 x4 x5 x6 x7.(man(x4) & young(x4) & three(x4) & run(e1) & (subj(e1) = x4) & machine(x5) & vend(x5) & near(e1,x5) & jump(e2) & (subj(e2) = x4) & machine(x6) & vend(x6) & near(e2,x6) & kick(e3) & (subj(e3) = x4) & machine(x7) & vend(x7) & near(e3,x7))",no,no,valid,24,False,False,False
sick_trial_1469_h,trial,"There is no man running, jumping and kicking near a vending machine.","-exists e1 e2 e3 x4 x5 x6 x7.(man(x4) & run(e1) & (subj(e1) = x4) & machine(x5) & vend(x5) & near(e1,x5) & jump(e2) & (subj(e2) = x4) & machine(x6) & vend(x6) & near(e2,x6) & kick(e3) & (subj(e3) = x4) & machine(x7) & vend(x7) & near(e3,x7))",no,no,valid,23,True,False,False
sick_trial_1487_p,trial,The man is not stirring the sauce for the chicken.,"-exists e1 x2 x3 x4.(man(x2) & sauce(x3) & stir(e1) & (subj(e1) = x2) & (obj(e1) = x3) & chicken(x4) & for(e1,x4))",no,no,valid,11,True,False,False
sick_trial_1487_h,trial,The man is stirring the sauce for the chicken.,"exists e1 x2 x3 x4.(man(x2) & sauce(x3) & stir(e1) & (subj(e1) = x2) & (obj(e1) = x3) & chicken(x4) & for(e1,x4))",no,no,valid,10,False,False,False
sick_trial_1493_p,trial,A man is playing an electric guitar.,exists e1 x2 x3.(man(x2) & guitar(x3) & electric(x3) & play(e1) & (subj(e1) = x2) & (obj(e1) = x3)),yes,yes,valid,8,False,False,False
sick_trial_1493_h,trial,A man is playing guitar.,exists e1 x2 x3.(man(x2) & guitar(x3) & play(e1) & (subj(e1) = x2) & (obj(e1) = x3)),yes,yes,valid,7,False,False,False
sick_trial_1503_p,trial,Three boys in karate costumes aren't fighting.,"-exists e1 e2 x3 x4.(boy(x3) & three(x3) & costume(x4) & karate(x4) & in(e1,x4) & (subj(e1) = x3) & fight(e2) & (subj(e2) = x3))",no,no,valid,12,True,False,False
sick_trial_1503_h,trial,Three boys in karate costumes are fighting.,"exists e1 e2 x3 x4.(boy(x3) & three(x3) & costume(x4) & karate(x4) & in(e1,x4) & (subj(e1) = x3) & fight(e2) & (subj(e2) = x3))",no,no,valid,11,False,False,False
sick_trial_1608_p,trial,A snake is being fed a mouse by a man.,exists e1 x2 x3 x4.(snake(x2) & mouse(x3) & feed(e1) & (iobj(e1) = x2) & (obj(e1) = x3) & man(x4) & (subj(e1) = x4)),no,no,valid,10,False,False,False
sick_trial_1608_h,trial,No snake is being fed a mouse by a man.,-exists e1 x2 x3 x4.(snake(x2) & mouse(x3) & feed(e1) & (iobj(e1) = x2) & (obj(e1) = x3) & man(x4) & (subj(e1) = x4)),no,no,valid,11,True,False,False
sick_trial_1703_p,trial,A man is emptying a container made of plastic completely.,"exists e1 e2 x3 x4 x5.(man(x3) & container(x4) & make(e1) & (obj(e1) = x4) & plastic(x5) & of(e1,x5) & completely(e1) & empty(e2) & (subj(e2) = x3) & (obj(e2) = x4))",yes,yes,valid,14,False,False,False
sick_trial_1703_h,trial,A man is emptying a container made of plastic.,"exists e1 e2 x3 x4 x5.(man(x3) & container(x4) & make(e1) & (obj(e1) = x4) & plastic(x5) & of(e1,x5) & empty(e2) & (subj(e2) = x3) & (obj(e2) = x4))",yes,yes,valid,13,False,False,False
sick_trial_1754_p,trial,A flute is being played in a lovely way by a girl.,"exists e1 x2 x3 x4.(flute(x2) & play(e1) & (obj(e1) = x2) & way(x3) & lovely(x3) & in(e1,x3) & girl(x4) & (subj(e1) = x4))",yes,yes,valid,11,False,False,False
sick_trial_1754_h,trial,A flute is being played by a girl.,exists e1 x2 x3.(flute(x2) & play(e1) & (obj(e1) = x2) & girl(x3) & (subj(e1) = x3)),yes,yes,valid,7,False,False,False
sick_trial_1839_p,trial,"The girl, who is little, is carefully combing her hair into a pony tail.","exists e1 x2 x3 x4.(girl(x2) & little(x2) & hair(x3) & comb(e1) & (subj(e1) = x2) & (obj(e1) = x3) & tail(x4) & pony(x4) & into(e1,x4) & carefully(e1))",yes,yes,valid,13,False,False,False
sick_trial_1839_h,trial,"The girl, who is little, is combing her hair into a pony tail.","exists e1 x2 x3 x4.(girl(x2) & little(x2) & hair(x3) & comb(e1) & (subj(e1) = x2) & (obj(e1) = x3) & tail(x4) & pony(x4) & into(e1,x4))",yes,yes,valid,12,False,False,False
sick_trial_1881_p,trial,The food on the trays is being eaten by the kittens.,"exists e1 e2 x3 x4 x5.(food(x3) & tray(x4) & on(e1,x4) & (subj(e1) = x3) & eat(e2) & (obj(e2) = x3) & kitten(x5) & (subj(e2) = x5))",yes,yes,valid,12,False,False,False
sick_trial_1881_h,trial,A few kittens are eating.,exists e1 x2.(kitten(x2) & eat(e1) & (subj(e1) = x2)),yes,yes,valid,4,False,False,False
sick_trial_1964_p,trial,One person is playing the guitar and singing.,exists e1 e2 x3 x4 x5.(person(x3) & guitar(x4) & play(e1) & (subj(e1) = x3) & (obj(e1) = x4) & sing(x5) & play(e2) & (subj(e2) = x3) & (obj(e2) = x5)),yes,yes,valid,13,False,False,False
sick_trial_1964_h,trial,A person is playing a guitar and singing.,exists e1 e2 x3 x4 x5.(person(x3) & guitar(x4) & play(e1) & (subj(e1) = x3) & (obj(e1) = x4) & sing(x5) & play(e2) & (subj(e2) = x3) & (obj(e2) = x5)),yes,yes,valid,13,False,False,False
sick_trial_2001_p,trial,The horse is being ridden by a man.,exists e1 x2 x3.(horse(x2) & ride(e1) & (obj(e1) = x2) & man(x3) & (subj(e1) = x3)),yes,yes,valid,7,False,False,False
sick_trial_2001_h,trial,A man is riding the horse.,exists e1 x2 x3.(man(x2) & horse(x3) & ride(e1) & (subj(e1) = x2) & (obj(e1) = x3)),yes,yes,valid,7,False,False,False
sick_trial_2284_p,trial,The cat is playing passionately with a watermelon.,"exists e1 x2 x3.(cat(x2) & play(e1) & (subj(e1) = x2) & watermelon(x3) & with(e1,x3) & passionately(e1))",yes,yes,valid,8,False,False,False
sick_trial_2284_h,trial,The cat is playing with a watermelon.,"exists e1 x2 x3.(cat(x2) & play(e1) & (subj(e1) = x2) & watermelon(x3) & with(e1,x3))",yes,yes,valid,7,False,False,False
sick_trial_2286_p,trial,The cat is playing passionately with a watermelon.,"exists e1 x2 x3.(cat(x2) & play(e1) & (subj(e1) = x2) & watermelon(x3) & with(e1,x3) & passionately(e1))",yes,yes,valid,8,False,False,False
sick_trial_2286_h,trial,A cat is playing with a watermelon.,"exists e1 x2 x3.(cat(x2) & play(e1) & (subj(e1) = x2) & watermelon(x3) & with(e1,x3))",yes,yes,valid,7,False,False,False
sick_trial_2392_p,trial,The man is not slicing the potato.,-exists e1 x2 x3.(man(x2) & potato(x3) & slice(e1) & (subj(e1) = x2) & (obj(e1) = x3)),no,no,valid,8,True,False,False
sick_trial_2392_h,trial,The man is slicing a potato.,exists e1 x2 x3.(man(x2) & potato(x3) & slice(e1) & (subj(e1) = x2) & (obj(e1) = x3)),no,no,valid,7,False,False,False
sick_trial_2404_p,trial,The lady is slicing a tomato.,exists e1 x2 x3.(lady(x2) & tomato(x3) & slice(e1) & (subj(e1) = x2) & (obj(e1) = x3)),no,no,valid,7,False,False,False
sick_trial_2404_h,trial,There is no one cutting a tomato.,-exists e1 x2 x3.(tomato(x3) & cut(e1) & (subj(e1) = x2) & (obj(e1) = x3)),no,no,valid,7,True,False,False
sick_trial_2405_p,trial,The lady is slicing a tomato.,exists e1 x2 x3.(lady(x2) & tomato(x3) & slice(e1) & (subj(e1) = x2) & (obj(e1) = x3)),yes,yes,valid,7,False,False,False
sick_trial_2405_h,trial,Someone is cutting a tomato.,exists e1 x2 x3.(tomato(x3) & cut(e1) & (subj(e1) = x2) & (obj(e1) = x3)),yes,yes,valid,6,False,False,False
sick_trial_2430_p,trial,One man is running down the road.,exists e1 x2 x3.(man(x2) & road(x3) & run(e1) & (subj(e1) = x2) & (obj(e1) = x3) & down(e1)),yes,yes,valid,8,False,False,False
sick_trial_2430_h,trial,A man is running.,exists e1 x2.(man(x2) & run(e1) & (subj(e1) = x2)),yes,yes,valid,4,False,False,False
sick_trial_2476_p,trial,Some people are singing.,exists e1 x2.(people(x2) & sing(e1) & (subj(e1) = x2)),yes,yes,valid,4,False,False,False
sick_trial_2476_h,trial,A group of people is singing.,exists e1 x2 x3.(people(x3) & (x2 = x3) & sing(e1) & (subj(e1) = x2)),yes,yes,valid,6,False,False,False
sick_trial_2566_p,trial,Three women are dancing.,exists e1 x2.(woman(x2) & three(x2) & dance(e1) & (subj(e1) = x2)),yes,yes,valid,5,False,False,False
sick_trial_2566_h,trial,A few women are dancing.,exists e1 x2.(woman(x2) & dance(e1) & (subj(e1) = x2)),yes,yes,valid,4,False,False,False
sick_trial_2604_p,trial,A bull dog is being brushed by the monkey.,exists e1 x2 x3.(dog(x2) & bull(x2) & brush(e1) & (obj(e1) = x2) & monkey(x3) & (subj(e1) = x3)),yes,yes,valid,8,False,False,False
sick_trial_2604_h,trial,The monkey is brushing a bull dog.,exists e1 x2 x3.(monkey(x2) & dog(x3) & bull(x3) & brush(e1) & (subj(e1) = x2) & (obj(e1) = x3)),yes,yes,valid,8,False,False,False
sick_trial_2678_p,trial,A man is hurriedly getting into a car in a garage.,"exists e1 x2 x3 x4.(man(x2) & get(e1) & (subj(e1) = x2) & car(x3) & into(e1,x3) & garage(x4) & in(e1,x4) & hurriedly(e1))",yes,yes,valid,11,False,False,False
sick_trial_2678_h,trial,A man is getting into a car.,"exists e1 x2 x3.(man(x2) & get(e1) & (subj(e1) = x2) & car(x3) & into(e1,x3))",yes,yes,valid,7,False,False,False
sick_trial_2687_p,trial,The person is slicing a clove of garlic into pieces.,"exists e1 x2 x3 x4 x5.(person(x2) & cleave(x3) & garlic(x4) & (x3 = x4) & slice(e1) & (subj(e1) = x2) & (obj(e1) = x3) & piece(x5) & into(e1,x5))",no,no,valid,13,False,False,False
sick_trial_2687_h,trial,The person is not slicing a clove of garlic into pieces.,"-exists e1 x2 x3 x4 x5.(person(x2) & cleave(x3) & garlic(x4) & (x3 = x4) & slice(e1) & (subj(e1) = x2) & (obj(e1) = x3) & piece(x5) & into(e1,x5))",no,no,valid,14,True,False,False
sick_trial_2704_p,trial,Noodles are being boiled in water by a woman.,"exists e1 x2 x3 x4.(noodles(x2) & boil(e1) & (obj(e1) = x2) & water(x3) & in(e1,x3) & woman(x4) & (subj(e1) = x4))",yes,yes,valid,10,False,False,False
sick_trial_2704_h,trial,A woman is boiling noodles in water.,"exists e1 x2 x3 x4.(woman(x2) & noodle(x3) & boil(e1) & (subj(e1) = x2) & (obj(e1) = x3) & water(x4) & in(e1,x4))",yes,yes,valid,10,False,False,False
sick_trial_2712_p,trial,There is no karate practitioner kicking at another man who is wearing protective boxing gloves.,"-exists e1 e2 x3 x4 x5.(practitioner(x3) & karate(x3) & kick(e1) & (subj(e1) = x3) & man(x4) & glove(x5) & box(x5) & protective(x5) & wear(e2) & (subj(e2) = x4) & (obj(e2) = x5) & at(e1,x4))",no,no,valid,17,True,False,False
sick_trial_2712_h,trial,A karate practitioner is kicking at another man who is wearing protective boxing gloves.,"exists e1 e2 x3 x4 x5.(practitioner(x3) & karate(x3) & kick(e1) & (subj(e1) = x3) & man(x4) & glove(x5) & box(x5) & protective(x5) & wear(e2) & (subj(e2) = x4) & (obj(e2) = x5) & at(e1,x4))",no,no,valid,16,False,False,False
sick_trial_2722_p,trial,"A woman, who is seated, is singing a song and playing the guitar.",exists e1 e2 e3 x4 x5 x6.(woman(x4) & seat(e1) & (obj(e1) = x4) & song(x5) & sing(e2) & (subj(e2) = x4) & (obj(e2) = x5) & guitar(x6) & play(e3) & (subj(e3) = x4) & (obj(e3) = x6)),yes,yes,valid,16,False,False,False
sick_trial_2722_h,trial,A seated woman is singing a song and playing the guitar.,exists e1 e2 e3 x4 x5 x6.(seat(e1) & (obj(e1) = x4) & woman(x4) & song(x5) & sing(e2) & (subj(e2) = x4) & (obj(e2) = x5) & guitar(x6) & play(e3) & (subj(e3) = x4) & (obj(e3) = x6)),yes,yes,valid,16,False,False,False
sick_trial_2791_p,trial,"A guinea pig, which is small, is gnawing and eating a piece of carrot on the floor.","exists e1 e2 x3 x4 x5 x6 x7.(pig(x3) & guinea(x3) & small(x3) & piece(x4) & carrot(x5) & (x4 = x5) & gnaw(e1) & (subj(e1) = x3) & (obj(e1) = x4) & floor(x6) & on(e1,x6) & eat(e2) & (subj(e2) = x3) & (obj(e2) = x4) & floor(x7) & on(e2,x7))",yes,yes,valid,22,False,False,False
sick_trial_2791_h,trial,A small guinea pig is gnawing and eating a piece of carrot on the floor.,"exists e1 e2 x3 x4 x5 x6 x7.(pig(x3) & guinea(x3) & small(x3) & piece(x4) & carrot(x5) & (x4 = x5) & gnaw(e1) & (subj(e1) = x3) & (obj(e1) = x4) & floor(x6) & on(e1,x6) & eat(e2) & (subj(e2) = x3) & (obj(e2) = x4) & floor(x7) & on(e2,x7))",yes,yes,valid,22,False,False,False
sick_trial_2795_p,trial,A small guinea pig is gnawing and eating a piece of carrot on the floor.,"exists e1 e2 x3 x4 x5 x6 x7.(pig(x3) & guinea(x3) & small(x3) & piece(x4) & carrot(x5) & (x4 = x5) & gnaw(e1) & (subj(e1) = x3) & (obj(e1) = x4) & floor(x6) & on(e1,x6) & eat(e2) & (subj(e2) = x3) & (obj(e2) = x4) & floor(x7) & on(e2,x7))",yes,yes,valid,22,False,False,False
sick_trial_2795_h,trial,A guinea pig is devouring a carrot.,exists e1 x2 x3.(pig(x2) & guinea(x2) & carrot(x3) & devour(e1) & (subj(e1) = x2) & (obj(e1) = x3)),yes,yes,valid,8,False,False,False
sick_trial_2829_p,trial,The lady is penciling on eyeshadow.,"exists e1 x2 x3.(lady(x2) & pencil(e1) & (subj(e1) = x2) & eyeshadow(x3) & on(e1,x3))",yes,yes,valid,7,False,False,False
sick_trial_2829_h,trial,The woman is penciling on eyeshadow.,"exists e1 x2 x3.(woman(x2) & pencil(e1) & (subj(e1) = x2) & eyeshadow(x3) & on(e1,x3))",yes,yes,valid,7,False,False,False
sick_trial_2886_p,trial,A woman is playing a flute.,exists e1 x2 x3.(woman(x2) & flute(x3) & play(e1) & (subj(e1) = x2) & (obj(e1) = x3)),no,no,valid,7,False,False,False
sick_trial_2886_h,trial,The woman is not playing the flute.,-exists e1 x2 x3.(woman(x2) & flute(x3) & play(e1) & (subj(e1) = x2) & (obj(e1) = x3)),no,no,valid,8,True,False,False
sick_trial_2898_p,trial,The man is lifting barbells.,exists e1 x2 x3.(man(x2) & barbell(x3) & lift(e1) & (subj(e1) = x2) & (obj(e1) = x3)),yes,yes,valid,7,False,False,False
sick_trial_2898_h,trial,The man is lifting weights.,exists e1 x2 x3.(man(x2) & weight(x3) & lift(e1) & (subj(e1) = x2) & (obj(e1) = x3)),yes,yes,valid,7,False,False,False
sick_trial_3036_p,trial,The puppy is not playing with a plastic container.,"-exists e1 x2 x3.(puppy(x2) & play(e1) & (subj(e1) = x2) & container(x3) & plastic(x3) & with(e1,x3))",no,no,valid,9,True,False,False
sick_trial_3036_h,trial,The puppy is playing with a plastic container.,"exists e1 x2 x3.(puppy(x2) & play(e1) & (subj(e1) = x2) & container(x3) & plastic(x3) & with(e1,x3))",no,no,valid,8,False,False,False
sick_trial_3061_p,trial,A woman is driving a car and is talking to the man who is seated beside her.,"exists e1 e2 e3 x4 x5 x6 x7.(woman(x4) & car(x5) & drive(e1) & (subj(e1) = x4) & (obj(e1) = x5) & talk(e2) & (subj(e2) = x4) & man(x6) & seat(e3) & (obj(e3) = x6) & (x7 = her) & beside(e3,x7) & (iobj(e2) = x6))",no,no,valid,19,False,False,False
sick_trial_3061_h,trial,There is no woman driving a car and talking to the man seated beside her.,"-exists e1 e2 e3 x4 x5 x6 x7.(woman(x4) & car(x5) & drive(e1) & (subj(e1) = x4) & (obj(e1) = x5) & talk(e2) & (subj(e2) = x4) & man(x6) & seat(e3) & (obj(e3) = x6) & (x7 = her) & beside(e3,x7) & (iobj(e2) = x6))",no,no,valid,20,True,False,False
sick_trial_3122_p,trial,A woman is using a pencil for eyes and is applying eye liner to her eyelid.,"exists e1 e2 x3 x4 x5 x6 x7.(woman(x3) & pencil(x4) & use(e1) & (subj(e1) = x3) & (obj(e1) = x4) & eye(x5) & for(e1,x5) & liner(x6) & eye(x6) & apply(e2) & (subj(e2) = x3) & (obj(e2) = x6) & eyelid(x7) & (iobj(e2) = x7))",yes,yes,valid,20,False,False,False
sick_trial_3122_h,trial,A woman is applying cosmetics to her eyelid.,exists e1 x2 x3 x4.(woman(x2) & cosmetic(x3) & apply(e1) & (subj(e1) = x2) & (obj(e1) = x3) & eyelid(x4) & (iobj(e1) = x4)),yes,yes,valid,10,False,False,False
sick_trial_3222_p,trial,There is no boy walking across a bridge.,"-exists e1 x2 x3.(boy(x2) & walk(e1) & (subj(e1) = x2) & bridge(x3) & across(e1,x3))",no,no,valid,8,True,False,False
sick_trial_3222_h,trial,A boy is walking across a bridge.,"exists e1 x2 x3.(boy(x2) & walk(e1) & (subj(e1) = x2) & bridge(x3) & across(e1,x3))",no,no,valid,7,False,False,False
sick_trial_3250_p,trial,A woman is placing two eggs into a pot of water.,"exists e1 x2 x3 x4 x5.(woman(x2) & egg(x3) & two(x3) & place(e1) & (subj(e1) = x2) & (obj(e1) = x3) & pot(x4) & water(x5) & (x4 = x5) & into(e1,x4))",yes,yes,valid,14,False,False,False
sick_trial_3250_h,trial,A woman is putting two eggs into a pot of water.,"exists e1 x2 x3 x4 x5.(woman(x2) & egg(x3) & two(x3) & put(e1) & (subj(e1) = x2) & (obj(e1) = x3) & pot(x4) & water(x5) & (x4 = x5) & into(e1,x4))",yes,yes,valid,14,False,False,False
sick_trial_3258_p,trial,A man is playing the guitar.,exists e1 x2 x3.(man(x2) & guitar(x3) & play(e1) & (subj(e1) = x2) & (obj(e1) = x3)),no,no,valid,7,False,False,False
sick_trial_3258_h,trial,Nobody is playing the guitar.,-exists e1 x2 x3.(guitar(x3) & play(e1) & (subj(e1) = x2) & (obj(e1) = x3)),no,no,valid,7,True,False,False
sick_trial_3275_p,trial,A child is running in and out of the waves of the ocean.,"exists e1 e2 x3 x4 x5 x6.(child(x3) & run(e1) & (subj(e1) = x3) & in(e1) & child(x4) & run(e2) & (subj(e2) = x4) & out(e2) & wave(x5) & ocean(x6) & (x5 = x6) & of(e2,x5))",yes,yes,valid,17,False,False,False
sick_trial_3275_h,trial,A child is running in and out of the ocean waves.,"exists e1 e2 x3 x4 x5.(child(x3) & run(e1) & (subj(e1) = x3) & in(e1) & child(x4) & run(e2) & (subj(e2) = x4) & out(e2) & wave(x5) & ocean(x5) & of(e2,x5))",yes,yes,valid,15,False,False,False
sick_trial_3338_p,trial,There is no man standing on a roof top and playing a violin.,"-exists e1 e2 x3 x4 x5.(man(x3) & stand(e1) & (subj(e1) = x3) & top(x4) & roof(x4) & on(e1,x4) & violin(x5) & play(e2) & (subj(e2) = x3) & (obj(e2) = x5))",no,no,valid,15,True,False,False
